Time,Noise (dB)
2025-07-26 01:29:33.226116,53.0
2025-07-26 01:29:33.426108,53.0
2025-07-26 01:29:33.626099,50.0
2025-07-26 01:29:33.826091,51.0
2025-07-26 01:29:34.026082,51.0
2025-07-26 01:29:34.226073,52.0
2025-07-26 01:29:34.426065,52.0
2025-07-26 01:29:34.626056,52.0
2025-07-26 01:29:34.826047,53.0
2025-07-26 01:29:35.026039,54.0
2025-07-26 01:29:35.226030,53.0
2025-07-26 01:29:35.426022,51.0
2025-07-26 01:29:35.626013,50.0
2025-07-26 01:29:35.826004,50.0
2025-07-26 01:29:36.025996,51.0
2025-07-26 01:29:36.225987,51.0
2025-07-26 01:29:36.425978,50.0
2025-07-26 01:29:36.625970,48.0
2025-07-26 01:29:36.825961,48.0
2025-07-26 01:29:37.025953,49.0
2025-07-26 01:29:37.225944,50.0
2025-07-26 01:29:37.425935,49.0
2025-07-26 01:29:37.625927,51.0
2025-07-26 01:29:37.825918,50.0
2025-07-26 01:29:38.025909,51.0
2025-07-26 01:29:38.225901,53.0
2025-07-26 01:29:38.425892,54.0
2025-07-26 01:29:38.625883,54.0
2025-07-26 01:29:38.825875,52.0
2025-07-26 01:29:39.025866,49.0
2025-07-26 01:29:39.225858,51.0
2025-07-26 01:29:39.425849,51.0
2025-07-26 01:29:39.625840,52.0
2025-07-26 01:29:39.825832,51.0
2025-07-26 01:29:40.025823,51.0
2025-07-26 01:29:40.225814,51.0
2025-07-26 01:29:40.425806,52.0
2025-07-26 01:29:40.625797,52.0
2025-07-26 01:29:40.825789,52.0
2025-07-26 01:29:41.025780,53.0
2025-07-26 01:29:41.225771,53.0
2025-07-26 01:29:41.425763,53.0
2025-07-26 01:29:41.625754,54.0
2025-07-26 01:29:41.825745,54.0
2025-07-26 01:29:42.025737,55.0
2025-07-26 01:29:42.225728,54.0
2025-07-26 01:29:42.425719,54.0
2025-07-26 01:29:42.625711,53.0
2025-07-26 01:29:42.825702,52.0
2025-07-26 01:29:43.025694,52.0
2025-07-26 01:29:43.225685,52.0
2025-07-26 01:29:43.425676,51.0
2025-07-26 01:29:43.625668,50.0
2025-07-26 01:29:43.825659,51.0
2025-07-26 01:29:44.025650,49.0
2025-07-26 01:29:44.225642,51.0
2025-07-26 01:29:44.425633,51.0
2025-07-26 01:29:44.625625,50.0
2025-07-26 01:29:44.825616,52.0
2025-07-26 01:29:45.025607,52.0
2025-07-26 01:29:45.225599,53.0
2025-07-26 01:29:45.425590,53.0
2025-07-26 01:29:45.625581,53.0
2025-07-26 01:29:45.825573,52.0
2025-07-26 01:29:46.025564,53.0
2025-07-26 01:29:46.225556,53.0
2025-07-26 01:29:46.425547,52.0
2025-07-26 01:29:46.625538,52.0
2025-07-26 01:29:46.825530,50.0
2025-07-26 01:29:47.025521,49.0
2025-07-26 01:29:47.225512,51.0
2025-07-26 01:29:47.425504,51.0
2025-07-26 01:29:47.625495,51.0
2025-07-26 01:29:47.825486,52.0
2025-07-26 01:29:48.025478,53.0
2025-07-26 01:29:48.225469,53.0
2025-07-26 01:29:48.425461,51.0
2025-07-26 01:29:48.625452,51.0
2025-07-26 01:29:48.825443,50.0
2025-07-26 01:29:49.025435,49.0
2025-07-26 01:29:49.225426,50.0
2025-07-26 01:29:49.425417,52.0
2025-07-26 01:29:49.625409,52.0
2025-07-26 01:29:49.825400,51.0
2025-07-26 01:29:50.025392,50.0
2025-07-26 01:29:50.225383,52.0
2025-07-26 01:29:50.425374,53.0
2025-07-26 01:29:50.625366,52.0
2025-07-26 01:29:50.825357,52.0
2025-07-26 01:29:51.025348,52.0
2025-07-26 01:29:51.225340,52.0
2025-07-26 01:29:51.425331,52.0
2025-07-26 01:29:51.625322,53.0
2025-07-26 01:29:51.825314,52.0
2025-07-26 01:29:52.025305,53.0
2025-07-26 01:29:52.225297,51.0
2025-07-26 01:29:52.425288,52.0
2025-07-26 01:29:52.625279,51.0
2025-07-26 01:29:52.825271,49.0
2025-07-26 01:29:53.025262,51.0
2025-07-26 01:29:53.225253,51.0
2025-07-26 01:29:53.425245,50.0
2025-07-26 01:29:53.625236,51.0
2025-07-26 01:29:53.825228,50.0
2025-07-26 01:29:54.025219,49.0
2025-07-26 01:29:54.225210,51.0
2025-07-26 01:29:54.425202,51.0
2025-07-26 01:29:54.625193,51.0
2025-07-26 01:29:54.825184,50.0
2025-07-26 01:29:55.025176,51.0
2025-07-26 01:29:55.225167,51.0
2025-07-26 01:29:55.425159,50.0
2025-07-26 01:29:55.625150,51.0
2025-07-26 01:29:55.825141,50.0
2025-07-26 01:29:56.025133,52.0
2025-07-26 01:29:56.225124,52.0
2025-07-26 01:29:56.425115,51.0
2025-07-26 01:29:56.625107,52.0
2025-07-26 01:29:56.825098,53.0
2025-07-26 01:29:57.025089,52.0
2025-07-26 01:29:57.225081,52.0
2025-07-26 01:29:57.425072,53.0
2025-07-26 01:29:57.625064,53.0
2025-07-26 01:29:57.825055,54.0
2025-07-26 01:29:58.025046,53.0
2025-07-26 01:29:58.225038,53.0
2025-07-26 01:29:58.425029,52.0
2025-07-26 01:29:58.625020,53.0
2025-07-26 01:29:58.825012,54.0
2025-07-26 01:29:59.025003,53.0
2025-07-26 01:29:59.224995,51.0
2025-07-26 01:29:59.424986,51.0
2025-07-26 01:29:59.624977,50.0
2025-07-26 01:29:59.824969,52.0
2025-07-26 01:30:00.024960,52.0
2025-07-26 01:30:00.224951,53.0
2025-07-26 01:30:00.424943,52.0
2025-07-26 01:30:00.624934,51.0
2025-07-26 01:30:00.824925,51.0
2025-07-26 01:30:01.024917,52.0
2025-07-26 01:30:01.224908,52.0
2025-07-26 01:30:01.424900,51.0
2025-07-26 01:30:01.624891,52.0
2025-07-26 01:30:01.824882,51.0
2025-07-26 01:30:02.024874,52.0
2025-07-26 01:30:02.224865,52.0
2025-07-26 01:30:02.424856,53.0
2025-07-26 01:30:02.624848,52.0
2025-07-26 01:30:02.824839,51.0
2025-07-26 01:30:03.024831,52.0
2025-07-26 01:30:03.224822,53.0
2025-07-26 01:30:03.424813,51.0
2025-07-26 01:30:03.624805,51.0
2025-07-26 01:30:03.824796,51.0
2025-07-26 01:30:04.024787,52.0
2025-07-26 01:30:04.224779,52.0
2025-07-26 01:30:04.424770,53.0
2025-07-26 01:30:04.624761,53.0
2025-07-26 01:30:04.824753,52.0
2025-07-26 01:30:05.024744,52.0
2025-07-26 01:30:05.224736,52.0
2025-07-26 01:30:05.424727,53.0
2025-07-26 01:30:05.624718,52.0
2025-07-26 01:30:05.824710,51.0
2025-07-26 01:30:06.024701,53.0
2025-07-26 01:30:06.224692,52.0
2025-07-26 01:30:06.424684,53.0
2025-07-26 01:30:06.624675,53.0
2025-07-26 01:30:06.824667,52.0
2025-07-26 01:30:07.024658,52.0
2025-07-26 01:30:07.224649,52.0
2025-07-26 01:30:07.424641,54.0
2025-07-26 01:30:07.624632,51.0
2025-07-26 01:30:07.824623,50.0
2025-07-26 01:30:08.024615,50.0
2025-07-26 01:30:08.224606,52.0
2025-07-26 01:30:08.424598,52.0
2025-07-26 01:30:08.624589,52.0
2025-07-26 01:30:08.824580,52.0
2025-07-26 01:30:09.024572,51.0
2025-07-26 01:30:09.224563,51.0
2025-07-26 01:30:09.424554,52.0
2025-07-26 01:30:09.624546,53.0
2025-07-26 01:30:09.824537,52.0
2025-07-26 01:30:10.024528,52.0
2025-07-26 01:30:10.224520,53.0
2025-07-26 01:30:10.424511,52.0
2025-07-26 01:30:10.624503,52.0
2025-07-26 01:30:10.824494,51.0
2025-07-26 01:30:11.024485,50.0
2025-07-26 01:30:11.224477,49.0
2025-07-26 01:30:11.424468,48.0
2025-07-26 01:30:11.624459,50.0
2025-07-26 01:30:11.824451,50.0
2025-07-26 01:30:12.024442,50.0
2025-07-26 01:30:12.224434,48.0
2025-07-26 01:30:12.424425,50.0
2025-07-26 01:30:12.624416,50.0
2025-07-26 01:30:12.824408,51.0
2025-07-26 01:30:13.024399,50.0
2025-07-26 01:30:13.224390,49.0
2025-07-26 01:30:13.424382,50.0
2025-07-26 01:30:13.624373,50.0
2025-07-26 01:30:13.824364,50.0
2025-07-26 01:30:14.024356,52.0
2025-07-26 01:30:14.224347,51.0
2025-07-26 01:30:14.424339,51.0
2025-07-26 01:30:14.624330,50.0
2025-07-26 01:30:14.824321,52.0
2025-07-26 01:30:15.024313,52.0
2025-07-26 01:30:15.224304,54.0
2025-07-26 01:30:15.424295,53.0
2025-07-26 01:30:15.624287,52.0
2025-07-26 01:30:15.824278,53.0
2025-07-26 01:30:16.024270,51.0
2025-07-26 01:30:16.224261,52.0
2025-07-26 01:30:16.424252,50.0
2025-07-26 01:30:16.624244,49.0
2025-07-26 01:30:16.824235,51.0
2025-07-26 01:30:17.024226,51.0
2025-07-26 01:30:17.224218,51.0
2025-07-26 01:30:17.424209,50.0
2025-07-26 01:30:17.624201,51.0
2025-07-26 01:30:17.824192,50.0
2025-07-26 01:30:18.024183,51.0
2025-07-26 01:30:18.224175,52.0
2025-07-26 01:30:18.424166,51.0
2025-07-26 01:30:18.624157,51.0
2025-07-26 01:30:18.824149,50.0
2025-07-26 01:30:19.024140,51.0
2025-07-26 01:30:19.224131,53.0
2025-07-26 01:30:19.424123,51.0
2025-07-26 01:30:19.624114,51.0
2025-07-26 01:30:19.824106,53.0
2025-07-26 01:30:20.024097,52.0
2025-07-26 01:30:20.224088,52.0
2025-07-26 01:30:20.424080,51.0
2025-07-26 01:30:20.624071,49.0
2025-07-26 01:30:20.824062,49.0
2025-07-26 01:30:21.024054,52.0
2025-07-26 01:30:21.224045,49.0
2025-07-26 01:30:21.424037,52.0
2025-07-26 01:30:21.624028,51.0
2025-07-26 01:30:21.824019,49.0
2025-07-26 01:30:22.024011,48.0
2025-07-26 01:30:22.224002,49.0
2025-07-26 01:30:22.423993,48.0
2025-07-26 01:30:22.623985,49.0
2025-07-26 01:30:22.823976,50.0
2025-07-26 01:30:23.023967,49.0
2025-07-26 01:30:23.223959,48.0
2025-07-26 01:30:23.423950,49.0
2025-07-26 01:30:23.623942,49.0
2025-07-26 01:30:23.823933,48.0
2025-07-26 01:30:24.023924,46.0
2025-07-26 01:30:24.223916,45.0
2025-07-26 01:30:24.423907,45.0
2025-07-26 01:30:24.623898,46.0
2025-07-26 01:30:24.823890,48.0
2025-07-26 01:30:25.023881,49.0
2025-07-26 01:30:25.223873,49.0
2025-07-26 01:30:25.423864,49.0
2025-07-26 01:30:25.623855,50.0
2025-07-26 01:30:25.823847,50.0
2025-07-26 01:30:26.023838,49.0
2025-07-26 01:30:26.223829,50.0
2025-07-26 01:30:26.423821,50.0
2025-07-26 01:30:26.623812,50.0
2025-07-26 01:30:26.823804,48.0
2025-07-26 01:30:27.023795,47.0
2025-07-26 01:30:27.223786,48.0
2025-07-26 01:30:27.423778,47.0
2025-07-26 01:30:27.623769,47.0
2025-07-26 01:30:27.823760,47.0
2025-07-26 01:30:28.023752,47.0
2025-07-26 01:30:28.223743,49.0
2025-07-26 01:30:28.423734,49.0
2025-07-26 01:30:28.623726,48.0
2025-07-26 01:30:28.823717,49.0
2025-07-26 01:30:29.023709,48.0
2025-07-26 01:30:29.223700,48.0
2025-07-26 01:30:29.423691,48.0
2025-07-26 01:30:29.623683,48.0
2025-07-26 01:30:29.823674,47.0
2025-07-26 01:30:30.023665,48.0
2025-07-26 01:30:30.223657,47.0
2025-07-26 01:30:30.423648,47.0
2025-07-26 01:30:30.623640,48.0
2025-07-26 01:30:30.823631,49.0
2025-07-26 01:30:31.023622,49.0
2025-07-26 01:30:31.223614,50.0
2025-07-26 01:30:31.423605,49.0
2025-07-26 01:30:31.623596,48.0
2025-07-26 01:30:31.823588,48.0
2025-07-26 01:30:32.023579,50.0
2025-07-26 01:30:32.223570,50.0
2025-07-26 01:30:32.423562,49.0
2025-07-26 01:30:32.623553,49.0
2025-07-26 01:30:32.823545,49.0
2025-07-26 01:30:33.023536,47.0
2025-07-26 01:30:33.223527,47.0
2025-07-26 01:30:33.423519,45.0
2025-07-26 01:30:33.623510,45.0
2025-07-26 01:30:33.823501,45.0
2025-07-26 01:30:34.023493,47.0
2025-07-26 01:30:34.223484,48.0
2025-07-26 01:30:34.423476,48.0
2025-07-26 01:30:34.623467,48.0
2025-07-26 01:30:34.823458,48.0
2025-07-26 01:30:35.023450,49.0
2025-07-26 01:30:35.223441,50.0
2025-07-26 01:30:35.423432,51.0
2025-07-26 01:30:35.623424,52.0
2025-07-26 01:30:35.823415,52.0
2025-07-26 01:30:36.023406,52.0
2025-07-26 01:30:36.223398,53.0
2025-07-26 01:30:36.423389,52.0
2025-07-26 01:30:36.623381,51.0
2025-07-26 01:30:36.823372,50.0
2025-07-26 01:30:37.023363,50.0
2025-07-26 01:30:37.223355,49.0
2025-07-26 01:30:37.423346,49.0
2025-07-26 01:30:37.623337,48.0
2025-07-26 01:30:37.823329,47.0
2025-07-26 01:30:38.023320,46.0
2025-07-26 01:30:38.223312,45.0
2025-07-26 01:30:38.423303,45.0
2025-07-26 01:30:38.623294,47.0
2025-07-26 01:30:38.823286,48.0
2025-07-26 01:30:39.023277,49.0
2025-07-26 01:30:39.223268,50.0
2025-07-26 01:30:39.423260,51.0
2025-07-26 01:30:39.623251,51.0
2025-07-26 01:30:39.823243,50.0
2025-07-26 01:30:40.023234,48.0
2025-07-26 01:30:40.223225,48.0
2025-07-26 01:30:40.423217,47.0
2025-07-26 01:30:40.623208,46.0
2025-07-26 01:30:40.823199,47.0
2025-07-26 01:30:41.023191,47.0
2025-07-26 01:30:41.223182,48.0
2025-07-26 01:30:41.423173,48.0
2025-07-26 01:30:41.623165,48.0
2025-07-26 01:30:41.823156,48.0
2025-07-26 01:30:42.023148,48.0
2025-07-26 01:30:42.223139,49.0
2025-07-26 01:30:42.423130,49.0
2025-07-26 01:30:42.623122,50.0
2025-07-26 01:30:42.823113,50.0
2025-07-26 01:30:43.023104,51.0
2025-07-26 01:30:43.223096,52.0
2025-07-26 01:30:43.423087,52.0
2025-07-26 01:30:43.623079,53.0
2025-07-26 01:30:43.823070,52.0
2025-07-26 01:30:44.023061,51.0
2025-07-26 01:30:44.223053,51.0
2025-07-26 01:30:44.423044,52.0
2025-07-26 01:30:44.623035,51.0
2025-07-26 01:30:44.823027,51.0
2025-07-26 01:30:45.023018,51.0
2025-07-26 01:30:45.223009,49.0
2025-07-26 01:30:45.423001,50.0
2025-07-26 01:30:45.622992,49.0
2025-07-26 01:30:45.822984,49.0
2025-07-26 01:30:46.022975,48.0
2025-07-26 01:30:46.222966,47.0
2025-07-26 01:30:46.422958,48.0
2025-07-26 01:30:46.622949,47.0
2025-07-26 01:30:46.822940,47.0
2025-07-26 01:30:47.022932,46.0
2025-07-26 01:30:47.222923,47.0
2025-07-26 01:30:47.422915,48.0
2025-07-26 01:30:47.622906,48.0
2025-07-26 01:30:47.822897,50.0
2025-07-26 01:30:48.022889,48.0
2025-07-26 01:30:48.222880,48.0
2025-07-26 01:30:48.422871,48.0
2025-07-26 01:30:48.622863,49.0
2025-07-26 01:30:48.822854,48.0
2025-07-26 01:30:49.022846,47.0
2025-07-26 01:30:49.222837,47.0
2025-07-26 01:30:49.422828,47.0
2025-07-26 01:30:49.622820,46.0
2025-07-26 01:30:49.822811,47.0
2025-07-26 01:30:50.022802,49.0
2025-07-26 01:30:50.222794,48.0
2025-07-26 01:30:50.422785,49.0
2025-07-26 01:30:50.622776,49.0
2025-07-26 01:30:50.822768,50.0
2025-07-26 01:30:51.022759,50.0
2025-07-26 01:30:51.222751,51.0
2025-07-26 01:30:51.422742,51.0
2025-07-26 01:30:51.622733,52.0
2025-07-26 01:30:51.822725,52.0
2025-07-26 01:30:52.022716,52.0
2025-07-26 01:30:52.222707,53.0
2025-07-26 01:30:52.422699,52.0
2025-07-26 01:30:52.622690,52.0
2025-07-26 01:30:52.822682,52.0
2025-07-26 01:30:53.022673,52.0
2025-07-26 01:30:53.222664,52.0
2025-07-26 01:30:53.422656,51.0
2025-07-26 01:30:53.622647,51.0
2025-07-26 01:30:53.822638,51.0
2025-07-26 01:30:54.022630,50.0
2025-07-26 01:30:54.222621,51.0
2025-07-26 01:30:54.422612,50.0
2025-07-26 01:30:54.622604,49.0
2025-07-26 01:30:54.822595,48.0
2025-07-26 01:30:55.022587,45.0
2025-07-26 01:30:55.222578,46.0
2025-07-26 01:30:55.422569,48.0
2025-07-26 01:30:55.622561,47.0
2025-07-26 01:30:55.822552,48.0
2025-07-26 01:30:56.022543,48.0
2025-07-26 01:30:56.222535,48.0
2025-07-26 01:30:56.422526,48.0
2025-07-26 01:30:56.622518,47.0
2025-07-26 01:30:56.822509,46.0
2025-07-26 01:30:57.022500,46.0
2025-07-26 01:30:57.222492,46.0
2025-07-26 01:30:57.422483,48.0
2025-07-26 01:30:57.622474,48.0
2025-07-26 01:30:57.822466,50.0
2025-07-26 01:30:58.022457,48.0
2025-07-26 01:30:58.222449,48.0
2025-07-26 01:30:58.422440,48.0
2025-07-26 01:30:58.622431,47.0
2025-07-26 01:30:58.822423,48.0
2025-07-26 01:30:59.022414,49.0
2025-07-26 01:30:59.222405,49.0
2025-07-26 01:30:59.422397,51.0
2025-07-26 01:30:59.622388,51.0
2025-07-26 01:30:59.822379,51.0
2025-07-26 01:31:00.022371,51.0
2025-07-26 01:31:00.222362,52.0
2025-07-26 01:31:00.422354,51.0
2025-07-26 01:31:00.622345,52.0
2025-07-26 01:31:00.822336,52.0
2025-07-26 01:31:01.022328,53.0
2025-07-26 01:31:01.222319,52.0
2025-07-26 01:31:01.422310,52.0
2025-07-26 01:31:01.622302,52.0
2025-07-26 01:31:01.822293,51.0
2025-07-26 01:31:02.022285,50.0
2025-07-26 01:31:02.222276,49.0
2025-07-26 01:31:02.422267,49.0
2025-07-26 01:31:02.622259,49.0
2025-07-26 01:31:02.822250,49.0
2025-07-26 01:31:03.022241,49.0
2025-07-26 01:31:03.222233,47.0
2025-07-26 01:31:03.422224,47.0
2025-07-26 01:31:03.622215,48.0
2025-07-26 01:31:03.822207,45.0
2025-07-26 01:31:04.022198,46.0
2025-07-26 01:31:04.222190,47.0
2025-07-26 01:31:04.422181,48.0
2025-07-26 01:31:04.622172,49.0
2025-07-26 01:31:04.822164,48.0
2025-07-26 01:31:05.022155,48.0
2025-07-26 01:31:05.222146,49.0
2025-07-26 01:31:05.422138,48.0
2025-07-26 01:31:05.622129,47.0
2025-07-26 01:31:05.822121,50.0
2025-07-26 01:31:06.022112,49.0
2025-07-26 01:31:06.222103,49.0
2025-07-26 01:31:06.422095,47.0
2025-07-26 01:31:06.622086,48.0
2025-07-26 01:31:06.822077,48.0
2025-07-26 01:31:07.022069,47.0
2025-07-26 01:31:07.222060,47.0
2025-07-26 01:31:07.422052,47.0
2025-07-26 01:31:07.622043,49.0
2025-07-26 01:31:07.822034,50.0
2025-07-26 01:31:08.022026,52.0
2025-07-26 01:31:08.222017,52.0
2025-07-26 01:31:08.422008,51.0
2025-07-26 01:31:08.622000,52.0
2025-07-26 01:31:08.821991,51.0
2025-07-26 01:31:09.021982,52.0
2025-07-26 01:31:09.221974,51.0
2025-07-26 01:31:09.421965,51.0
2025-07-26 01:31:09.621957,51.0
2025-07-26 01:31:09.821948,51.0
2025-07-26 01:31:10.021939,50.0
2025-07-26 01:31:10.221931,50.0
2025-07-26 01:31:10.421922,50.0
2025-07-26 01:31:10.621913,50.0
2025-07-26 01:31:10.821905,49.0
2025-07-26 01:31:11.021896,47.0
2025-07-26 01:31:11.221888,46.0
2025-07-26 01:31:11.421879,47.0
2025-07-26 01:31:11.621870,47.0
2025-07-26 01:31:11.821862,46.0
2025-07-26 01:31:12.021853,47.0
2025-07-26 01:31:12.221844,46.0
2025-07-26 01:31:12.421836,46.0
2025-07-26 01:31:12.621827,45.0
2025-07-26 01:31:12.821818,47.0
2025-07-26 01:31:13.021810,49.0
2025-07-26 01:31:13.221801,50.0
2025-07-26 01:31:13.421793,50.0
2025-07-26 01:31:13.621784,51.0
2025-07-26 01:31:13.821775,50.0
2025-07-26 01:31:14.021767,49.0
2025-07-26 01:31:14.221758,49.0
2025-07-26 01:31:14.421749,49.0
2025-07-26 01:31:14.621741,49.0
2025-07-26 01:31:14.821732,50.0
2025-07-26 01:31:15.021724,49.0
2025-07-26 01:31:15.221715,49.0
2025-07-26 01:31:15.421706,49.0
2025-07-26 01:31:15.621698,49.0
2025-07-26 01:31:15.821689,50.0
2025-07-26 01:31:16.021680,51.0
2025-07-26 01:31:16.221672,50.0
2025-07-26 01:31:16.421663,50.0
2025-07-26 01:31:16.621654,50.0
2025-07-26 01:31:16.821646,50.0
2025-07-26 01:31:17.021637,51.0
2025-07-26 01:31:17.221629,51.0
2025-07-26 01:31:17.421620,51.0
2025-07-26 01:31:17.621611,51.0
2025-07-26 01:31:17.821603,51.0
2025-07-26 01:31:18.021594,51.0
2025-07-26 01:31:18.221585,50.0
2025-07-26 01:31:18.421577,50.0
2025-07-26 01:31:18.621568,49.0
2025-07-26 01:31:18.821560,49.0
2025-07-26 01:31:19.021551,48.0
2025-07-26 01:31:19.221542,48.0
2025-07-26 01:31:19.421534,48.0
2025-07-26 01:31:19.621525,48.0
2025-07-26 01:31:19.821516,48.0
2025-07-26 01:31:20.021508,49.0
2025-07-26 01:31:20.221499,48.0
2025-07-26 01:31:20.421491,48.0
2025-07-26 01:31:20.621482,48.0
2025-07-26 01:31:20.821473,47.0
2025-07-26 01:31:21.021465,47.0
2025-07-26 01:31:21.221456,48.0
2025-07-26 01:31:21.421447,48.0
2025-07-26 01:31:21.621439,49.0
2025-07-26 01:31:21.821430,50.0
2025-07-26 01:31:22.021421,50.0
2025-07-26 01:31:22.221413,51.0
2025-07-26 01:31:22.421404,51.0
2025-07-26 01:31:22.621396,50.0
2025-07-26 01:31:22.821387,50.0
2025-07-26 01:31:23.021378,50.0
2025-07-26 01:31:23.221370,50.0
2025-07-26 01:31:23.421361,49.0
2025-07-26 01:31:23.621352,49.0
2025-07-26 01:31:23.821344,49.0
2025-07-26 01:31:24.021335,50.0
2025-07-26 01:31:24.221327,51.0
2025-07-26 01:31:24.421318,51.0
2025-07-26 01:31:24.621309,50.0
2025-07-26 01:31:24.821301,48.0
2025-07-26 01:31:25.021292,49.0
2025-07-26 01:31:25.221283,50.0
2025-07-26 01:31:25.421275,50.0
2025-07-26 01:31:25.621266,50.0
2025-07-26 01:31:25.821257,50.0
2025-07-26 01:31:26.021249,51.0
2025-07-26 01:31:26.221240,50.0
2025-07-26 01:31:26.421232,51.0
2025-07-26 01:31:26.621223,52.0
2025-07-26 01:31:26.821214,52.0
2025-07-26 01:31:27.021206,52.0
2025-07-26 01:31:27.221197,51.0
2025-07-26 01:31:27.421188,50.0
2025-07-26 01:31:27.621180,51.0
2025-07-26 01:31:27.821171,52.0
2025-07-26 01:31:28.021163,52.0
2025-07-26 01:31:28.221154,53.0
2025-07-26 01:31:28.421145,51.0
2025-07-26 01:31:28.621137,49.0
2025-07-26 01:31:28.821128,49.0
2025-07-26 01:31:29.021119,48.0
2025-07-26 01:31:29.221111,47.0
2025-07-26 01:31:29.421102,45.0
2025-07-26 01:31:29.621094,45.0
2025-07-26 01:31:29.821085,45.0
2025-07-26 01:31:30.021076,47.0
2025-07-26 01:31:30.221068,47.0
2025-07-26 01:31:30.421059,48.0
2025-07-26 01:31:30.621050,49.0
2025-07-26 01:31:30.821042,49.0
2025-07-26 01:31:31.021033,49.0
2025-07-26 01:31:31.221024,50.0
2025-07-26 01:31:31.421016,50.0
2025-07-26 01:31:31.621007,50.0
2025-07-26 01:31:31.820999,51.0
2025-07-26 01:31:32.020990,51.0
2025-07-26 01:31:32.220981,51.0
2025-07-26 01:31:32.420973,48.0
2025-07-26 01:31:32.620964,49.0
2025-07-26 01:31:32.820955,48.0
2025-07-26 01:31:33.020947,49.0
2025-07-26 01:31:33.220938,48.0
2025-07-26 01:31:33.420930,50.0
2025-07-26 01:31:33.620921,47.0
2025-07-26 01:31:33.820912,48.0
2025-07-26 01:31:34.020904,49.0
2025-07-26 01:31:34.220895,50.0
2025-07-26 01:31:34.420886,49.0
2025-07-26 01:31:34.620878,49.0
2025-07-26 01:31:34.820869,48.0
2025-07-26 01:31:35.020860,50.0
2025-07-26 01:31:35.220852,49.0
2025-07-26 01:31:35.420843,51.0
2025-07-26 01:31:35.620835,52.0
2025-07-26 01:31:35.820826,52.0
2025-07-26 01:31:36.020817,51.0
2025-07-26 01:31:36.220809,51.0
2025-07-26 01:31:36.420800,52.0
2025-07-26 01:31:36.620791,51.0
2025-07-26 01:31:36.820783,50.0
2025-07-26 01:31:37.020774,51.0
2025-07-26 01:31:37.220766,52.0
2025-07-26 01:31:37.420757,49.0
2025-07-26 01:31:37.620748,47.0
2025-07-26 01:31:37.820740,46.0
2025-07-26 01:31:38.020731,46.0
2025-07-26 01:31:38.220722,45.0
2025-07-26 01:31:38.420714,44.0
2025-07-26 01:31:38.620705,43.0
2025-07-26 01:31:38.820697,44.0
2025-07-26 01:31:39.020688,44.0
2025-07-26 01:31:39.220679,45.0
2025-07-26 01:31:39.420671,46.0
2025-07-26 01:31:39.620662,46.0
2025-07-26 01:31:39.820653,45.0
2025-07-26 01:31:40.020645,43.0
2025-07-26 01:31:40.220636,44.0
2025-07-26 01:31:40.420627,43.0
2025-07-26 01:31:40.620619,42.0
2025-07-26 01:31:40.820610,41.0
2025-07-26 01:31:41.020602,41.0
2025-07-26 01:31:41.220593,42.0
2025-07-26 01:31:41.420584,42.0
2025-07-26 01:31:41.620576,42.0
2025-07-26 01:31:41.820567,43.0
2025-07-26 01:31:42.020558,42.0
2025-07-26 01:31:42.220550,42.0
2025-07-26 01:31:42.420541,42.0
2025-07-26 01:31:42.620533,42.0
2025-07-26 01:31:42.820524,40.0
2025-07-26 01:31:43.020515,41.0
2025-07-26 01:31:43.220507,43.0
2025-07-26 01:31:43.420498,44.0
2025-07-26 01:31:43.620489,43.0
2025-07-26 01:31:43.820481,44.0
2025-07-26 01:31:44.020472,43.0
2025-07-26 01:31:44.220463,41.0
2025-07-26 01:31:44.420455,42.0
2025-07-26 01:31:44.620446,45.0
2025-07-26 01:31:44.820438,43.0
2025-07-26 01:31:45.020429,42.0
2025-07-26 01:31:45.220420,45.0
2025-07-26 01:31:45.420412,45.0
2025-07-26 01:31:45.620403,45.0
2025-07-26 01:31:45.820394,47.0
2025-07-26 01:31:46.020386,46.0
2025-07-26 01:31:46.220377,47.0
2025-07-26 01:31:46.420369,47.0
2025-07-26 01:31:46.620360,46.0
2025-07-26 01:31:46.820351,47.0
2025-07-26 01:31:47.020343,47.0
2025-07-26 01:31:47.220334,46.0
2025-07-26 01:31:47.420325,47.0
2025-07-26 01:31:47.620317,46.0
2025-07-26 01:31:47.820308,46.0
2025-07-26 01:31:48.020299,47.0
2025-07-26 01:31:48.220291,47.0
2025-07-26 01:31:48.420282,47.0
2025-07-26 01:31:48.620274,47.0
2025-07-26 01:31:48.820265,45.0
2025-07-26 01:31:49.020256,46.0
2025-07-26 01:31:49.220248,46.0
2025-07-26 01:31:49.420239,45.0
2025-07-26 01:31:49.620230,45.0
2025-07-26 01:31:49.820222,44.0
2025-07-26 01:31:50.020213,43.0
2025-07-26 01:31:50.220205,43.0
2025-07-26 01:31:50.420196,43.0
2025-07-26 01:31:50.620187,44.0
2025-07-26 01:31:50.820179,43.0
2025-07-26 01:31:51.020170,43.0
2025-07-26 01:31:51.220161,44.0
2025-07-26 01:31:51.420153,44.0
2025-07-26 01:31:51.620144,43.0
2025-07-26 01:31:51.820136,45.0
2025-07-26 01:31:52.020127,45.0
2025-07-26 01:31:52.220118,45.0
2025-07-26 01:31:52.420110,44.0
2025-07-26 01:31:52.620101,43.0
2025-07-26 01:31:52.820092,42.0
