Time,Noise (dB)
2025-07-26 04:36:57.872000,52.0
2025-07-26 04:36:58.072000,52.0
2025-07-26 04:36:58.272000,50.0
2025-07-26 04:36:58.472000,49.0
2025-07-26 04:36:58.672000,47.0
2025-07-26 04:36:58.872000,46.0
2025-07-26 04:36:59.072000,46.0
2025-07-26 04:36:59.272000,47.0
2025-07-26 04:36:59.472000,47.0
2025-07-26 04:36:59.672000,46.0
2025-07-26 04:36:59.872000,44.0
2025-07-26 04:37:00.072000,44.0
2025-07-26 04:37:00.272000,44.0
2025-07-26 04:37:00.472000,44.0
2025-07-26 04:37:00.672000,45.0
2025-07-26 04:37:00.872000,45.0
2025-07-26 04:37:01.072000,44.0
2025-07-26 04:37:01.272000,44.0
2025-07-26 04:37:01.472000,44.0
2025-07-26 04:37:01.672000,43.0
2025-07-26 04:37:01.872000,44.0
2025-07-26 04:37:02.072000,44.0
2025-07-26 04:37:02.272000,44.0
2025-07-26 04:37:02.472000,44.0
2025-07-26 04:37:02.672000,45.0
2025-07-26 04:37:02.872000,42.0
2025-07-26 04:37:03.072000,43.0
2025-07-26 04:37:03.272000,42.0
2025-07-26 04:37:03.472000,43.0
2025-07-26 04:37:03.672000,43.0
2025-07-26 04:37:03.872000,43.0
2025-07-26 04:37:04.072000,43.0
2025-07-26 04:37:04.272000,42.0
2025-07-26 04:37:04.472000,43.0
2025-07-26 04:37:04.672000,43.0
2025-07-26 04:37:04.872000,44.0
2025-07-26 04:37:05.072000,43.0
2025-07-26 04:37:05.272000,44.0
2025-07-26 04:37:05.472000,45.0
2025-07-26 04:37:05.672000,45.0
2025-07-26 04:37:05.872000,45.0
2025-07-26 04:37:06.072000,44.0
2025-07-26 04:37:06.272000,44.0
2025-07-26 04:37:06.472000,44.0
2025-07-26 04:37:06.672000,45.0
2025-07-26 04:37:06.872000,44.0
2025-07-26 04:37:07.072000,46.0
2025-07-26 04:37:07.272000,44.0
2025-07-26 04:37:07.472000,45.0
2025-07-26 04:37:07.672000,44.0
2025-07-26 04:37:07.872000,43.0
2025-07-26 04:37:08.072000,44.0
2025-07-26 04:37:08.272000,43.0
2025-07-26 04:37:08.472000,42.0
2025-07-26 04:37:08.672000,43.0
2025-07-26 04:37:08.872000,44.0
2025-07-26 04:37:09.072000,44.0
2025-07-26 04:37:09.272000,44.0
2025-07-26 04:37:09.472000,43.0
2025-07-26 04:37:09.672000,43.0
2025-07-26 04:37:09.872000,45.0
2025-07-26 04:37:10.072000,45.0
2025-07-26 04:37:10.272000,44.0
2025-07-26 04:37:10.472000,43.0
2025-07-26 04:37:10.672000,44.0
2025-07-26 04:37:10.872000,43.0
2025-07-26 04:37:11.072000,44.0
2025-07-26 04:37:11.272000,43.0
2025-07-26 04:37:11.472000,42.0
2025-07-26 04:37:11.672000,44.0
2025-07-26 04:37:11.872000,44.0
2025-07-26 04:37:12.072000,46.0
2025-07-26 04:37:12.272000,44.0
2025-07-26 04:37:12.472000,44.0
2025-07-26 04:37:12.672000,45.0
2025-07-26 04:37:12.872000,44.0
2025-07-26 04:37:13.072000,45.0
2025-07-26 04:37:13.272000,45.0
2025-07-26 04:37:13.472000,44.0
2025-07-26 04:37:13.672000,43.0
2025-07-26 04:37:13.872000,44.0
2025-07-26 04:37:14.072000,44.0
2025-07-26 04:37:14.272000,44.0
2025-07-26 04:37:14.472000,45.0
2025-07-26 04:37:14.672000,44.0
2025-07-26 04:37:14.872000,43.0
2025-07-26 04:37:15.072000,44.0
2025-07-26 04:37:15.272000,42.0
2025-07-26 04:37:15.472000,43.0
2025-07-26 04:37:15.672000,43.0
2025-07-26 04:37:15.872000,44.0
2025-07-26 04:37:16.072000,44.0
2025-07-26 04:37:16.272000,44.0
2025-07-26 04:37:16.472000,43.0
2025-07-26 04:37:16.672000,45.0
2025-07-26 04:37:16.872000,43.0
2025-07-26 04:37:17.072000,43.0
2025-07-26 04:37:17.272000,42.0
2025-07-26 04:37:17.472000,43.0
2025-07-26 04:37:17.672000,43.0
2025-07-26 04:37:17.872000,44.0
2025-07-26 04:37:18.072000,44.0
2025-07-26 04:37:18.272000,43.0
2025-07-26 04:37:18.472000,43.0
2025-07-26 04:37:18.672000,44.0
2025-07-26 04:37:18.872000,44.0
2025-07-26 04:37:19.072000,44.0
2025-07-26 04:37:19.272000,44.0
2025-07-26 04:37:19.472000,44.0
2025-07-26 04:37:19.672000,44.0
2025-07-26 04:37:19.872000,44.0
2025-07-26 04:37:20.072000,44.0
2025-07-26 04:37:20.272000,44.0
2025-07-26 04:37:20.472000,42.0
2025-07-26 04:37:20.672000,44.0
2025-07-26 04:37:20.872000,42.0
2025-07-26 04:37:21.072000,43.0
2025-07-26 04:37:21.272000,44.0
2025-07-26 04:37:21.472000,44.0
2025-07-26 04:37:21.672000,43.0
2025-07-26 04:37:21.872000,44.0
2025-07-26 04:37:22.072000,44.0
2025-07-26 04:37:22.272000,43.0
2025-07-26 04:37:22.472000,43.0
2025-07-26 04:37:22.672000,44.0
2025-07-26 04:37:22.872000,43.0
2025-07-26 04:37:23.072000,44.0
2025-07-26 04:37:23.272000,44.0
2025-07-26 04:37:23.472000,42.0
2025-07-26 04:37:23.672000,42.0
2025-07-26 04:37:23.872000,41.0
2025-07-26 04:37:24.072000,42.0
2025-07-26 04:37:24.272000,42.0
2025-07-26 04:37:24.472000,43.0
2025-07-26 04:37:24.672000,42.0
2025-07-26 04:37:24.872000,43.0
2025-07-26 04:37:25.072000,44.0
2025-07-26 04:37:25.272000,44.0
2025-07-26 04:37:25.472000,43.0
2025-07-26 04:37:25.672000,45.0
2025-07-26 04:37:25.872000,45.0
2025-07-26 04:37:26.072000,45.0
2025-07-26 04:37:26.272000,44.0
2025-07-26 04:37:26.472000,44.0
2025-07-26 04:37:26.672000,43.0
2025-07-26 04:37:26.872000,43.0
2025-07-26 04:37:27.072000,43.0
2025-07-26 04:37:27.272000,42.0
2025-07-26 04:37:27.472000,42.0
2025-07-26 04:37:27.672000,42.0
2025-07-26 04:37:27.872000,43.0
2025-07-26 04:37:28.072000,43.0
2025-07-26 04:37:28.272000,43.0
2025-07-26 04:37:28.472000,43.0
2025-07-26 04:37:28.672000,43.0
2025-07-26 04:37:28.872000,44.0
2025-07-26 04:37:29.072000,44.0
2025-07-26 04:37:29.272000,42.0
2025-07-26 04:37:29.472000,43.0
2025-07-26 04:37:29.672000,43.0
2025-07-26 04:37:29.872000,42.0
2025-07-26 04:37:30.072000,43.0
2025-07-26 04:37:30.272000,44.0
2025-07-26 04:37:30.472000,43.0
2025-07-26 04:37:30.672000,43.0
2025-07-26 04:37:30.872000,44.0
2025-07-26 04:37:31.072000,42.0
2025-07-26 04:37:31.272000,44.0
2025-07-26 04:37:31.472000,45.0
2025-07-26 04:37:31.672000,43.0
2025-07-26 04:37:31.872000,43.0
2025-07-26 04:37:32.072000,44.0
2025-07-26 04:37:32.272000,44.0
2025-07-26 04:37:32.472000,44.0
2025-07-26 04:37:32.672000,45.0
2025-07-26 04:37:32.872000,45.0
2025-07-26 04:37:33.072000,45.0
2025-07-26 04:37:33.272000,44.0
2025-07-26 04:37:33.472000,44.0
2025-07-26 04:37:33.672000,43.0
2025-07-26 04:37:33.872000,43.0
2025-07-26 04:37:34.072000,45.0
2025-07-26 04:37:34.272000,45.0
2025-07-26 04:37:34.472000,44.0
2025-07-26 04:37:34.672000,44.0
2025-07-26 04:37:34.872000,42.0
2025-07-26 04:37:35.072000,42.0
2025-07-26 04:37:35.272000,43.0
2025-07-26 04:37:35.472000,43.0
2025-07-26 04:37:35.672000,45.0
2025-07-26 04:37:35.872000,43.0
2025-07-26 04:37:36.072000,44.0
2025-07-26 04:37:36.272000,45.0
2025-07-26 04:37:36.472000,45.0
2025-07-26 04:37:36.672000,44.0
2025-07-26 04:37:36.872000,43.0
2025-07-26 04:37:37.072000,43.0
2025-07-26 04:37:37.272000,44.0
2025-07-26 04:37:37.472000,42.0
2025-07-26 04:37:37.672000,44.0
2025-07-26 04:37:37.872000,44.0
2025-07-26 04:37:38.072000,43.0
2025-07-26 04:37:38.272000,42.0
2025-07-26 04:37:38.472000,42.0
2025-07-26 04:37:38.672000,43.0
2025-07-26 04:37:38.872000,43.0
2025-07-26 04:37:39.072000,44.0
2025-07-26 04:37:39.272000,42.0
2025-07-26 04:37:39.472000,42.0
2025-07-26 04:37:39.672000,43.0
2025-07-26 04:37:39.872000,43.0
2025-07-26 04:37:40.072000,43.0
2025-07-26 04:37:40.272000,44.0
2025-07-26 04:37:40.472000,42.0
2025-07-26 04:37:40.672000,43.0
2025-07-26 04:37:40.872000,43.0
2025-07-26 04:37:41.072000,43.0
2025-07-26 04:37:41.272000,44.0
2025-07-26 04:37:41.472000,43.0
2025-07-26 04:37:41.672000,43.0
2025-07-26 04:37:41.872000,43.0
2025-07-26 04:37:42.072000,44.0
2025-07-26 04:37:42.272000,42.0
2025-07-26 04:37:42.472000,43.0
2025-07-26 04:37:42.672000,43.0
2025-07-26 04:37:42.872000,43.0
2025-07-26 04:37:43.072000,43.0
2025-07-26 04:37:43.272000,43.0
2025-07-26 04:37:43.472000,42.0
2025-07-26 04:37:43.672000,43.0
2025-07-26 04:37:43.872000,43.0
2025-07-26 04:37:44.072000,44.0
2025-07-26 04:37:44.272000,42.0
2025-07-26 04:37:44.472000,42.0
2025-07-26 04:37:44.672000,42.0
2025-07-26 04:37:44.872000,43.0
2025-07-26 04:37:45.072000,43.0
2025-07-26 04:37:45.272000,43.0
2025-07-26 04:37:45.472000,44.0
2025-07-26 04:37:45.672000,43.0
2025-07-26 04:37:45.872000,43.0
2025-07-26 04:37:46.072000,43.0
2025-07-26 04:37:46.272000,43.0
2025-07-26 04:37:46.472000,44.0
2025-07-26 04:37:46.672000,44.0
2025-07-26 04:37:46.872000,42.0
2025-07-26 04:37:47.072000,43.0
2025-07-26 04:37:47.272000,44.0
2025-07-26 04:37:47.472000,43.0
2025-07-26 04:37:47.672000,44.0
2025-07-26 04:37:47.872000,44.0
2025-07-26 04:37:48.072000,42.0
2025-07-26 04:37:48.272000,43.0
2025-07-26 04:37:48.472000,43.0
2025-07-26 04:37:48.672000,44.0
2025-07-26 04:37:48.872000,43.0
2025-07-26 04:37:49.072000,44.0
2025-07-26 04:37:49.272000,43.0
2025-07-26 04:37:49.472000,44.0
2025-07-26 04:37:49.672000,44.0
2025-07-26 04:37:49.872000,44.0
2025-07-26 04:37:50.072000,44.0
2025-07-26 04:37:50.272000,45.0
2025-07-26 04:37:50.472000,45.0
2025-07-26 04:37:50.672000,43.0
2025-07-26 04:37:50.872000,43.0
2025-07-26 04:37:51.072000,43.0
2025-07-26 04:37:51.272000,43.0
2025-07-26 04:37:51.472000,44.0
2025-07-26 04:37:51.672000,43.0
2025-07-26 04:37:51.872000,44.0
2025-07-26 04:37:52.072000,43.0
2025-07-26 04:37:52.272000,42.0
2025-07-26 04:37:52.472000,43.0
2025-07-26 04:37:52.672000,43.0
2025-07-26 04:37:52.872000,43.0
2025-07-26 04:37:53.072000,44.0
2025-07-26 04:37:53.272000,43.0
2025-07-26 04:37:53.472000,42.0
2025-07-26 04:37:53.672000,43.0
2025-07-26 04:37:53.872000,44.0
2025-07-26 04:37:54.072000,42.0
2025-07-26 04:37:54.272000,43.0
2025-07-26 04:37:54.472000,43.0
2025-07-26 04:37:54.672000,43.0
2025-07-26 04:37:54.872000,43.0
2025-07-26 04:37:55.072000,44.0
2025-07-26 04:37:55.272000,43.0
2025-07-26 04:37:55.472000,44.0
2025-07-26 04:37:55.672000,43.0
2025-07-26 04:37:55.872000,45.0
2025-07-26 04:37:56.072000,44.0
2025-07-26 04:37:56.272000,45.0
2025-07-26 04:37:56.472000,45.0
2025-07-26 04:37:56.672000,45.0
2025-07-26 04:37:56.872000,44.0
2025-07-26 04:37:57.072000,44.0
2025-07-26 04:37:57.272000,44.0
2025-07-26 04:37:57.472000,43.0
2025-07-26 04:37:57.672000,44.0
2025-07-26 04:37:57.872000,43.0
2025-07-26 04:37:58.072000,44.0
2025-07-26 04:37:58.272000,44.0
2025-07-26 04:37:58.472000,42.0
2025-07-26 04:37:58.672000,42.0
2025-07-26 04:37:58.872000,43.0
2025-07-26 04:37:59.072000,44.0
2025-07-26 04:37:59.272000,43.0
2025-07-26 04:37:59.472000,43.0
2025-07-26 04:37:59.672000,42.0
2025-07-26 04:37:59.872000,43.0
2025-07-26 04:38:00.072000,43.0
2025-07-26 04:38:00.272000,42.0
2025-07-26 04:38:00.472000,44.0
2025-07-26 04:38:00.672000,43.0
2025-07-26 04:38:00.872000,42.0
2025-07-26 04:38:01.072000,43.0
2025-07-26 04:38:01.272000,43.0
2025-07-26 04:38:01.472000,42.0
2025-07-26 04:38:01.672000,41.0
2025-07-26 04:38:01.872000,43.0
2025-07-26 04:38:02.072000,42.0
2025-07-26 04:38:02.272000,43.0
2025-07-26 04:38:02.472000,44.0
2025-07-26 04:38:02.672000,45.0
2025-07-26 04:38:02.872000,44.0
2025-07-26 04:38:03.072000,44.0
2025-07-26 04:38:03.272000,44.0
2025-07-26 04:38:03.472000,44.0
2025-07-26 04:38:03.672000,45.0
2025-07-26 04:38:03.872000,44.0
2025-07-26 04:38:04.072000,44.0
2025-07-26 04:38:04.272000,42.0
2025-07-26 04:38:04.472000,43.0
2025-07-26 04:38:04.672000,42.0
2025-07-26 04:38:04.872000,43.0
2025-07-26 04:38:05.072000,44.0
2025-07-26 04:38:05.272000,43.0
2025-07-26 04:38:05.472000,42.0
2025-07-26 04:38:05.672000,43.0
2025-07-26 04:38:05.872000,43.0
2025-07-26 04:38:06.072000,44.0
2025-07-26 04:38:06.272000,45.0
2025-07-26 04:38:06.472000,45.0
2025-07-26 04:38:06.672000,45.0
2025-07-26 04:38:06.872000,45.0
2025-07-26 04:38:07.072000,44.0
2025-07-26 04:38:07.272000,44.0
2025-07-26 04:38:07.472000,44.0
2025-07-26 04:38:07.672000,44.0
2025-07-26 04:38:07.872000,44.0
2025-07-26 04:38:08.072000,43.0
2025-07-26 04:38:08.272000,43.0
2025-07-26 04:38:08.472000,43.0
2025-07-26 04:38:08.672000,43.0
2025-07-26 04:38:08.872000,44.0
2025-07-26 04:38:09.072000,43.0
2025-07-26 04:38:09.272000,44.0
2025-07-26 04:38:09.472000,42.0
2025-07-26 04:38:09.672000,43.0
2025-07-26 04:38:09.872000,43.0
2025-07-26 04:38:10.072000,43.0
2025-07-26 04:38:10.272000,44.0
2025-07-26 04:38:10.472000,44.0
2025-07-26 04:38:10.672000,43.0
2025-07-26 04:38:10.872000,43.0
2025-07-26 04:38:11.072000,43.0
2025-07-26 04:38:11.272000,43.0
2025-07-26 04:38:11.472000,42.0
2025-07-26 04:38:11.672000,43.0
2025-07-26 04:38:11.872000,42.0
2025-07-26 04:38:12.072000,41.0
2025-07-26 04:38:12.272000,43.0
2025-07-26 04:38:12.472000,44.0
2025-07-26 04:38:12.672000,43.0
2025-07-26 04:38:12.872000,42.0
2025-07-26 04:38:13.072000,43.0
2025-07-26 04:38:13.272000,43.0
2025-07-26 04:38:13.472000,43.0
2025-07-26 04:38:13.672000,43.0
2025-07-26 04:38:13.872000,43.0
2025-07-26 04:38:14.072000,43.0
2025-07-26 04:38:14.272000,44.0
2025-07-26 04:38:14.472000,41.0
2025-07-26 04:38:14.672000,41.0
2025-07-26 04:38:14.872000,41.0
2025-07-26 04:38:15.072000,42.0
2025-07-26 04:38:15.272000,43.0
2025-07-26 04:38:15.472000,42.0
2025-07-26 04:38:15.672000,43.0
2025-07-26 04:38:15.872000,44.0
2025-07-26 04:38:16.072000,43.0
2025-07-26 04:38:16.272000,44.0
2025-07-26 04:38:16.472000,43.0
2025-07-26 04:38:16.672000,43.0
2025-07-26 04:38:16.872000,43.0
2025-07-26 04:38:17.072000,43.0
2025-07-26 04:38:17.272000,44.0
2025-07-26 04:38:17.472000,44.0
2025-07-26 04:38:17.672000,44.0
2025-07-26 04:38:17.872000,41.0
2025-07-26 04:38:18.072000,43.0
2025-07-26 04:38:18.272000,42.0
2025-07-26 04:38:18.472000,44.0
2025-07-26 04:38:18.672000,43.0
2025-07-26 04:38:18.872000,44.0
2025-07-26 04:38:19.072000,44.0
2025-07-26 04:38:19.272000,44.0
2025-07-26 04:38:19.472000,45.0
2025-07-26 04:38:19.672000,44.0
2025-07-26 04:38:19.872000,43.0
2025-07-26 04:38:20.072000,44.0
2025-07-26 04:38:20.272000,44.0
2025-07-26 04:38:20.472000,43.0
2025-07-26 04:38:20.672000,42.0
2025-07-26 04:38:20.872000,42.0
2025-07-26 04:38:21.072000,43.0
2025-07-26 04:38:21.272000,43.0
2025-07-26 04:38:21.472000,43.0
2025-07-26 04:38:21.672000,43.0
2025-07-26 04:38:21.872000,43.0
2025-07-26 04:38:22.072000,44.0
2025-07-26 04:38:22.272000,43.0
2025-07-26 04:38:22.472000,42.0
2025-07-26 04:38:22.672000,42.0
2025-07-26 04:38:22.872000,42.0
2025-07-26 04:38:23.072000,42.0
2025-07-26 04:38:23.272000,44.0
2025-07-26 04:38:23.472000,43.0
2025-07-26 04:38:23.672000,43.0
2025-07-26 04:38:23.872000,43.0
2025-07-26 04:38:24.072000,45.0
2025-07-26 04:38:24.272000,43.0
2025-07-26 04:38:24.472000,43.0
2025-07-26 04:38:24.672000,44.0
2025-07-26 04:38:24.872000,42.0
2025-07-26 04:38:25.072000,43.0
2025-07-26 04:38:25.272000,44.0
2025-07-26 04:38:25.472000,44.0
2025-07-26 04:38:25.672000,43.0
2025-07-26 04:38:25.872000,44.0
2025-07-26 04:38:26.072000,42.0
2025-07-26 04:38:26.272000,41.0
2025-07-26 04:38:26.472000,42.0
2025-07-26 04:38:26.672000,42.0
2025-07-26 04:38:26.872000,43.0
2025-07-26 04:38:27.072000,43.0
2025-07-26 04:38:27.272000,43.0
2025-07-26 04:38:27.472000,43.0
2025-07-26 04:38:27.672000,43.0
2025-07-26 04:38:27.872000,44.0
2025-07-26 04:38:28.072000,44.0
2025-07-26 04:38:28.272000,42.0
2025-07-26 04:38:28.472000,43.0
2025-07-26 04:38:28.672000,42.0
2025-07-26 04:38:28.872000,44.0
2025-07-26 04:38:29.072000,44.0
2025-07-26 04:38:29.272000,44.0
2025-07-26 04:38:29.472000,43.0
2025-07-26 04:38:29.672000,44.0
2025-07-26 04:38:29.872000,44.0
2025-07-26 04:38:30.072000,44.0
2025-07-26 04:38:30.272000,42.0
2025-07-26 04:38:30.472000,43.0
2025-07-26 04:38:30.672000,43.0
2025-07-26 04:38:30.872000,43.0
2025-07-26 04:38:31.072000,44.0
2025-07-26 04:38:31.272000,42.0
2025-07-26 04:38:31.472000,42.0
2025-07-26 04:38:31.672000,42.0
2025-07-26 04:38:31.872000,43.0
2025-07-26 04:38:32.072000,43.0
2025-07-26 04:38:32.272000,44.0
2025-07-26 04:38:32.472000,43.0
2025-07-26 04:38:32.672000,42.0
2025-07-26 04:38:32.872000,43.0
2025-07-26 04:38:33.072000,43.0
2025-07-26 04:38:33.272000,43.0
2025-07-26 04:38:33.472000,43.0
2025-07-26 04:38:33.672000,42.0
2025-07-26 04:38:33.872000,43.0
2025-07-26 04:38:34.072000,45.0
2025-07-26 04:38:34.272000,43.0
2025-07-26 04:38:34.472000,43.0
2025-07-26 04:38:34.672000,43.0
2025-07-26 04:38:34.872000,44.0
2025-07-26 04:38:35.072000,43.0
2025-07-26 04:38:35.272000,43.0
2025-07-26 04:38:35.472000,44.0
2025-07-26 04:38:35.672000,44.0
2025-07-26 04:38:35.872000,43.0
2025-07-26 04:38:36.072000,42.0
2025-07-26 04:38:36.272000,44.0
2025-07-26 04:38:36.472000,43.0
2025-07-26 04:38:36.672000,44.0
2025-07-26 04:38:36.872000,43.0
2025-07-26 04:38:37.072000,43.0
2025-07-26 04:38:37.272000,44.0
2025-07-26 04:38:37.472000,44.0
2025-07-26 04:38:37.672000,43.0
2025-07-26 04:38:37.872000,44.0
2025-07-26 04:38:38.072000,43.0
2025-07-26 04:38:38.272000,41.0
2025-07-26 04:38:38.472000,43.0
2025-07-26 04:38:38.672000,44.0
2025-07-26 04:38:38.872000,44.0
2025-07-26 04:38:39.072000,42.0
2025-07-26 04:38:39.272000,43.0
2025-07-26 04:38:39.472000,42.0
2025-07-26 04:38:39.672000,44.0
2025-07-26 04:38:39.872000,43.0
2025-07-26 04:38:40.072000,44.0
2025-07-26 04:38:40.272000,45.0
2025-07-26 04:38:40.472000,45.0
2025-07-26 04:38:40.672000,45.0
2025-07-26 04:38:40.872000,45.0
2025-07-26 04:38:41.072000,44.0
2025-07-26 04:38:41.272000,43.0
2025-07-26 04:38:41.472000,44.0
2025-07-26 04:38:41.672000,44.0
2025-07-26 04:38:41.872000,43.0
2025-07-26 04:38:42.072000,44.0
2025-07-26 04:38:42.272000,42.0
2025-07-26 04:38:42.472000,43.0
2025-07-26 04:38:42.672000,43.0
2025-07-26 04:38:42.872000,43.0
2025-07-26 04:38:43.072000,43.0
2025-07-26 04:38:43.272000,44.0
2025-07-26 04:38:43.472000,44.0
2025-07-26 04:38:43.672000,44.0
2025-07-26 04:38:43.872000,44.0
2025-07-26 04:38:44.072000,44.0
2025-07-26 04:38:44.272000,44.0
2025-07-26 04:38:44.472000,44.0
2025-07-26 04:38:44.672000,45.0
2025-07-26 04:38:44.872000,44.0
2025-07-26 04:38:45.072000,44.0
2025-07-26 04:38:45.272000,45.0
2025-07-26 04:38:45.472000,44.0
2025-07-26 04:38:45.672000,44.0
2025-07-26 04:38:45.872000,43.0
2025-07-26 04:38:46.072000,44.0
2025-07-26 04:38:46.272000,44.0
2025-07-26 04:38:46.472000,44.0
2025-07-26 04:38:46.672000,43.0
2025-07-26 04:38:46.872000,43.0
2025-07-26 04:38:47.072000,42.0
2025-07-26 04:38:47.272000,43.0
2025-07-26 04:38:47.472000,43.0
2025-07-26 04:38:47.672000,44.0
2025-07-26 04:38:47.872000,44.0
2025-07-26 04:38:48.072000,43.0
2025-07-26 04:38:48.272000,44.0
2025-07-26 04:38:48.472000,44.0
2025-07-26 04:38:48.672000,42.0
2025-07-26 04:38:48.872000,43.0
2025-07-26 04:38:49.072000,44.0
2025-07-26 04:38:49.272000,43.0
2025-07-26 04:38:49.472000,44.0
2025-07-26 04:38:49.672000,43.0
2025-07-26 04:38:49.872000,43.0
2025-07-26 04:38:50.072000,45.0
2025-07-26 04:38:50.272000,44.0
2025-07-26 04:38:50.472000,43.0
2025-07-26 04:38:50.672000,43.0
2025-07-26 04:38:50.872000,44.0
2025-07-26 04:38:51.072000,44.0
2025-07-26 04:38:51.272000,43.0
2025-07-26 04:38:51.472000,42.0
2025-07-26 04:38:51.672000,43.0
2025-07-26 04:38:51.872000,44.0
2025-07-26 04:38:52.072000,44.0
2025-07-26 04:38:52.272000,44.0
2025-07-26 04:38:52.472000,44.0
2025-07-26 04:38:52.672000,44.0
2025-07-26 04:38:52.872000,42.0
2025-07-26 04:38:53.072000,43.0
2025-07-26 04:38:53.272000,42.0
2025-07-26 04:38:53.472000,42.0
2025-07-26 04:38:53.672000,43.0
2025-07-26 04:38:53.872000,43.0
2025-07-26 04:38:54.072000,43.0
2025-07-26 04:38:54.272000,43.0
2025-07-26 04:38:54.472000,42.0
